` ` Cosmic Explorer'' was published in four different formats by Universal Music Japan, Universal J and Parfum Records on April 6, 2016. 	 “ Cosmic Explorer ” was released in four different formats by Universal J Japan, Universal Music and Perfume Records on 6 April 2016.	1	0	0.0063625304	0.99363744
In 1953 the team toured in Asia and in Australia in August 1959. 	 In 1953, the team also toured in Australia and in Asia in August 1959.	1	0	0.21732613	0.7826739
After promoting reinforcements from North Africa, on August 18, she returned to Oran to prepare for the invasion of Italy, for which she sailed on September 5. 	 After ferrying reinforcements from North Africa, she returned to Oran 18 August to prepare for the invasion of Italy itself, for which she sailed 5 September.	0	1	0.9990773	0.0009227005
In November 1989, Delaney became a member of the New York Stock Exchange and became a senior managing director at Henderson Brothers, Inc., and Bear Wagner. 	 In November 1989, Delaney became a member of the New York Stock Exchange and was a Senior Managing Director at Henderson Brothers, Inc., and Bear Wagner.	1	0	0.0036656235	0.9963343
Through their family company Divine Foods, 85 % of the Dali Foods Group own their wife Xu Shihui and his daughter, Xu Yangyang. 	 Xu Shihui, his wife Chen Liling, and daughter Xu Yangyang own 85 % of Dali Foods Group, through their family company, Divine Foods.	1	0	0.009913651	0.9900864
On 20 February 1959, Prime Minister John Diefenbaker completed the project and the five arrows were completed. 	 On February 20, 1959, Prime Minister John Diefenbaker terminated the project and the five dismantled Arrows were completed.	0	1	0.9945629	0.005437088
Most of these hotels were built along Biddle Avenue from Oak Street to Pine Street. 	 Most of these homes were built along Biddle Avenue from Oak Street to Pine Street.	1	0	0.0037574444	0.9962425
Lee has played professionally in Italy, Russia, Greece, France, Indonesia and Greece. He has won national championships in Puerto Rico, Portugal and Indonesia. 	 He played professionally in Greece, Russia, Italy, France, Puerto Rico, Portugal and Indonesia and won national championships in Indonesia and Greece.	1	0	0.3000162	0.6999838
On December 19, 2014, Marlins Eovaldi, Garrett Jones, and Domingo Germán traded to Yankees for New York against Martín Prado and David Phelps. 	 On December 19, 2014, the Marlins traded Eovaldi, Garrett Jones, and Domingo Germán to the New York Yankees for Martín Prado and David Phelps.	1	0	0.0038962322	0.99610376
Kudawa is a village and Village Development Committee in Bara District in the Narayani Zone of south - eastern Nepal. 	 Kudawa is a village and village development committee in the Narayani zone in the Bara - district in south - eastern Nepal.	0	1	0.6938468	0.30615324
The Petkeljärvi National Park is a national park in the Ilomantsi region of Northern Karelia in Finland. 	 Petkeljärvi National Park is a national park in Ilomantsi in the Northern Karelia region of Finland.	1	0	0.0103512695	0.9896487
But the Red Bulls lost the 1st round of the playoffs. 	 The Red Bulls lost, but made the 1st round of playoffs.	1	0	0.0060705217	0.9939295
The ` ` IPA'' consists of 500 basic, 300 supplementary and 200 additional symbols. 	 The ` ` IPA'' consists of 500 basic, 300 complementary and 200 supplementary symbols.	1	0	0.008926153	0.9910739
On June 25, 1866, he was appointed bishop of ` ` Nisa in Lycia and titular bishop of Velletri. 	 He was appointed as titular bishop of ` ` Nisa in Lycia'' and auxiliary bishop of Velletri on 25 June 1866.	1	0	0.020357901	0.97964215
Suggestions from Met to extend from Paddington to South Kensington and east from Moorgate to Tower Hill to the south were accepted and received royal consent on July 29, 1864. 	 Proposals from the Met to extend east from Paddington to South Kensington and south from Moorgate to Tower Hill were accepted and received royal assent on 29 July 1864.	1	0	0.012571836	0.9874281
He is the half - brother of Lord Clarence Paget, Lord Alfred Paget, and Lord George Paget. 	 He was the half - brother of Lord Alfred Paget, Lord George Paget and Lord Clarence Paget.	0	1	0.9992643	0.0007357379
Tell his father, Charlie Clausen ( Zac MacGuire ) and Evie immediately. 	 Hunter immediately tell his father, Zac MacGuire ( Charlie Clausen ), and Evie.	1	0	0.0054575223	0.9945425
Furthermore, a triple threat match for the United States Championship between Champion Jack Swagger, The Miz and Kofi Kingston was. 	 Next was a Triple Threat match for the United States Championship between champion Kofi Kingston, The Miz and Jack Swagger.	1	0	0.018934257	0.9810658
For example, Cerberus is expressed in amphibians in the anterior visceral endoderm, and in mice it is expressed in the anterior dorsal endoderm. 	 For example, Cerberus is expressed in the anterior dorsal endoderm in amphibians and in mice in the anterior visceral endoderm.	1	0	0.050597645	0.9494024
These three maternal dynasties governed the kingdom of Waalo with the paternal family Mbooj. 	 These three paternal dynasties ruled the kingdom of Waalo with the Mbooj maternal family.	1	0	0.0079090195	0.99209094
40 people were rescued, 40 saved in the lifeboats and three by the ` ` Delaware''. 	 43 people were rescued, 40 saved in the lifeboats and three of the ` ` Delaware''.	1	0	0.0036778885	0.99632215
The Porte de Vincennes is located where the north - east corner of the 12th arrondissement meets the southeast corner of the 20th arrondissement of Paris. 	 The Porte de Vincennes is located where the northeast corner of the 12th arrondissement meets the southeast corner of the 20th arrondissement of Paris.	0	1	0.99566853	0.0043314113
Li Jing took over when his father died in Li Bian in 943. 	 Li Jing took over when his father Li Bian died in 943.	1	0	0.06546415	0.93453586
After the end of the war in June 1902, Higgins left Cape Town in the ` ` SSBavarian'' in August, returning to Southampton the following month. 	 After the end of the war in June 1902, Higgins Cape Town left the ` ` SSBavarian'' in August and returned the following month to Southampton.	0	1	0.99901354	0.0009863906
Cabo Cassiporé is a wide promontory to the east of the low river. 	 Cabo Cassiporé is a wide promontory about east of the low entrance to the river.	1	0	0.004577745	0.9954222
Annette Amelia Crum married Bryant, the daughter of Samuel Crum, on September 29, 1874. They had one daughter. 	 On September 29, 1874, Annette Amelia married Crum Bryant, the daughter of Samuel Crum, and they had a daughter.	1	0	0.2998343	0.7001657
AleX is an Italian television series, written by Alfredo Castelli, Guglielmo Duccoli and Giorgio Schottler, produced by videotime. 	 The Italian television series AleX was produced by Giorgio Schottler, Guglielmo Duccoli and Alfredo Castelli and written by videotime.	1	0	0.024953129	0.9750469
In the south end, Cook Pond, also formerly known as Laurel Lake, is located east of the Taunton River and west of the South Watuppa Pond. 	 Cook Pond, also formerly known as Laurel Lake, is located at the southern end of the Taunton River and west of the South Watuppa Pond.	0	1	0.6187195	0.38128048
On September 29, 1874, Annette married Amelia Crum Bryant, the daughter of Samuel Crum, and they had a daughter. 	 Annette Amelia Crum married Bryant, the daughter of Samuel Crum, on September 29, 1874. They had one daughter.	1	0	0.009564375	0.9904356
Hirasea goniobasis is a species of small air - breathing landscape, a terrestrial pulmonate gastropod mollusk in the Endodontidae family. 	 Hirasea goniobasis is a species of small air - breathing land snail, a terrestrial pulmonate gastropod mollusk in the family Endodontidae.	1	0	0.0035896027	0.9964104
Kento is a 175 - cm infielder which has experience as 2nd Baseman, Shortstop and Third Baseman. 	 Kento is a 175 cm infielder who has experience fielding as third baseman, shortstop and 2nd baseman.	0	1	0.90956986	0.090430185
Born Andrew Snoid Andrew McLennan is a New Zealand musician, singer and songwriter. 	 Andrew Snoid born Andrew McLennan is a New Zealand musician, singer, and songwriter.	1	0	0.0066098045	0.9933902
Apollonia corresponds to modern Bulgaria, Sozopol, and Selymbria is Silivri, on the Marmara coast. 	 Apollonia corresponds to modern Sozopol, in Bulgaria, and Selymbria is Silivri, on the Marmara coast.	1	0	0.04084403	0.9591559
This incident was later celebrated and is now being commemorated in Egypt as the National Police Day on 25 January of each year. 	 This incident was later celebrated and is now celebrated in Egypt as the National Police Day on 25 January every year.	1	0	0.0041651446	0.9958348
Married is Mercedes Martinez, who is Cuban - Mexican, and with whom he has a son, Sebastian Weitz and one daughter, Athena Weitz. 	 Weitz is married to Mercedes Martinez, who is Cuban Mexican, and with whom he has one son, Sebastian Weitz and a daughter, Athena Weitz.	0	1	0.9897748	0.010225209
On 25 June 1866 he was appointed bishop of ` ` Nisa in Lycia and bishop of Titular Velletri. 	 On June 25, 1866, he was appointed titular bishop of ` ` Nisa in Lycia, and the Bishop of Velletri.	1	0	0.008058931	0.9919411
Following the 1939 invasion of Poland by Nazi Germany and the Soviet Union, Osterwa was active in the underground education but also became ill. 	 Following the invasion of Poland by Nazi - Germany and the Soviet Union in 1939, Osterwa became active in underground education, but also became ill.	1	0	0.007516687	0.9924833
Depending on the seasons, populations of cabbage pipes in North America migrate from Mexico to Canada. 	 Cabbage looper populations in North America migrate from Mexico to Canada, depending on the seasons.	1	0	0.004217434	0.9957826
The Audi V8 competed during its presence in the DTM with much smaller and roughly smaller Mercedes 190, BMW M3 and slightly lighter Opel Omega 3000. 	 The Audi V8 competed with significantly smaller and lighter Mercedes 190, BMW M3 and slightly smaller Opel Omega 3000 during its DTM presence.	1	0	0.005747823	0.99425215
` ` Pure'' very means simply, and ` ` Belter'' or ` ` Belta'' means great or good. 	 ` ` Pure'' means simply very and ` ` Belter'' or ` ` Belta'' means good or big.	1	0	0.025296943	0.974703
It is found in North America, where it has been recorded from Newfoundland and Labrador north to Alaska, west to British Columbia and the Yukon. 	 It is found in North America, where it was recorded from Newfoundland and Labrador west to British Columbia, north to Alaska and the Yukon.	0	1	0.9994338	0.00056618376
On 25 June 1866 he was appointed bishop of ` ` Nisa in Lycia and bishop of Titular Velletri. 	 He was appointed titular bishop of ` ` Nisa in Lycia on June 25, 1866, and the Bishop of Velletri.	1	0	0.005486016	0.994514
In Matanzas its cultivation was introduced in 1880, by Fernando Heydrich in Cuba. 	 In 1880 the cultivation was introduced in Cuba by Fernando Heydrich in Matanzas.	1	0	0.012514749	0.98748523
Cervodexiosis is a form of a Greek folk dance from Greece and Thrace, Macedonia. 	 Zervodexios is a form of a Greek folk dance from Greece and Thrace, Macedonia.	1	0	0.0043740016	0.995626
` ` Cosmic Explorer'' was published in four different formats by Universal Music Japan, Universal J and Parfum Records on April 6, 2016. 	 ` ` Cosmic Explorer'' was released on April 6, 2016, by Universal J Japan, Universal Music, and Perfume Records in four different formats.	1	0	0.008287584	0.99171245
Note also that ` ` not NFL'' implies overall that algorithms are inequivalent only by ` ` some'' measure of performance. 	 Note also that ` ` not NFL'' only implies that algorithms are inequivalent by ` ` some'' performance dimensions overall.	1	0	0.24695969	0.75304025
For example, in amphibians Cerberus is expressed in the anterior visceral endoderm and in mice it is expressed in the anterior dorsal endoderm. 	 For example, Cerberus is expressed in the anterior dorsal endoderm in amphibians and in mice in the anterior visceral endoderm.	1	0	0.19475195	0.8052481
The wrestler then jumps forward and swings around to fall backwards and drop the opponent's head into the mat. 	 The wrestler then jumps around and swings forward to fall back and let the opponent's head drop into the mat.	1	0	0.0061547044	0.9938453
Katuwana Divisional Secretariat is a Divisional Secretariat of the Southern Province of Hambantota District, Sri Lanka. 	 Katuwana Divisional Secretariat is a Divisional Secretariat of Hambantota District, of Southern Province, Sri Lanka.	0	1	0.9987915	0.0012085395
The Earth 2 version of Connor Hawke in the New 52 resembles Roy Harper more than his pre - ` ` Flashpoint'' counterpart, with light skin and red hair. 	 The Earth 2 version of Connor Hawke in the New 52 resembles Roy Harper more than his predecessor ` ` Flashpoint'', with light skin and red hair.	1	0	0.0029943257	0.99700564
In May 2011 he wrote, directed, and produced his first feature. 	 Produced in May 2011, he directed and wrote his first feature film.	0	1	0.9892975	0.010702408
They showed that by observing formula _ 203 random entries of an incoherent matrix formula _ 9, AltMinComplete algorithm can recover formula _ 9 in formula _ 206 steps. 	 They showed that the algorithm AltMinComplete can recover the Formula 9 in incoherent steps by observing the Formula 203 random entries of a Formula 206 - Matrix Formula 9.	1	0	0.0141121205	0.9858878
Furthermore, a triple threat match for the United States Championship between Champion Kofi Kingston, The Miz and Jack Swagger was. 	 Next was a Triple Threat match for the United States Championship between champion Jack Swagger, The Miz and Kofi Kingston.	1	0	0.015224839	0.9847751
The Consonant - Ejective is a kind of velar sound that is used in some spoken languages The symbol in the International Phonetic Alphabet, which represents this sound. 	 The Velar - Ejective is a kind of consonantal sound that is used in some spoken languages The symbol in the International Phonetic Alphabet that represents that sound.	1	0	0.0034389028	0.9965611
He had four siblings : twins Hope Gimbel and Caral Gimbel ; and twins Peter Gimbel and David Gimbel. 	 He had four siblings : twins Peter Gimbel and David Gimbel and the twins Hope Gimbel and Caral Gimbel.	0	1	0.99951756	0.00048246395
They were there for us to pray, and they were there to enjoy us. 	 They were there for us to enjoy and they were there for us to pray.	0	1	0.9816922	0.01830783
The North American version and the European version are available in English. 	 Both the European version and the North American version are in English language.	0	1	0.9953388	0.00466121
The new year, the spring, the wine and the beloved are also cheerful. 	 Also, ` ` The new year, the spring, the wine and the beloved are joyful.	0	1	0.68966943	0.3103305
That I left, that I lost. 	 That I have lost that I left.	0	1	0.9847547	0.015245306
Flavia Gleske, better known as Flavia Alejandra Gleske Fajin ( born May 15, 1978 ) is a Venezuelan actress. 	 Flavia Alejandra Gleske Fajin, better known as Flavia Gleske ( born 15 May 1978 ) is a Venezuelan actress and model.	1	0	0.033393204	0.9666068
Luiz DePalma started playing with Ig Henneman Violin at the age of 8. 	 Luiz DePalma started playing violin in ` ` 77 at the age 8 of with Ig Henneman.	1	0	0.003867416	0.9961326
While the 33d Tactical Group was inactive, it was consolidated as 33d Tactical Fighter Group with the 33d Fighter Group. 	 While the 33d Fighter Group was inactive, it was consolidated as 33d Tactical Fighter Group with the 33d Tactical Group.	1	0	0.06683621	0.9331638
Following his death in 1946, his papers on this project were uniformly in a still rough state. 	 On his death in 1946, his papers on this project were still in a uniformly rough state.	1	0	0.102376595	0.8976235
Cases involved narcotics, economic crime, and violent crime. 	 Cases involved narcotics, violent crime, economic crime.	0	1	0.53410685	0.46589315
The property ladder is a term widely used in the United Kingdom to describe the relative differences in constant terms from cheaper to more expensive housing. 	 The Property Manager is a term widely used in the United Kingdom to describe the constant differences in relative terms from cheaper to more expensive housing.	1	0	0.4855978	0.5144022
Furthermore, a triple threat match for the United States Championship was between Champion Kofi Kingston, The Miz and Jack Swagger. 	 Next was a Triple Threat match for the United States Championship between champion Jack Swagger, The Miz and Kofi Kingston.	1	0	0.007978749	0.99202126
In November 1989, Delaney became a member of the New York Stock Exchange and was a senior managing director at Henderson Brothers, Inc., and Bear Wagner. 	 In November 1989, Delaney became a member of the New York Stock Exchange and became a senior managing director at Henderson Brothers, Inc., and Bear Wagner.	1	0	0.00334578	0.99665415
As part of Shaw Communications's offer to take over Canwest's television assets, Shaw promised to launch several Global morning newscasts on local stations, including CKMI. 	 As part of Shaw Communications'offer to take over Canwest's television stations, Shaw promised to launch local morning news on several global channels, including CKMI.	1	0	0.12596573	0.8740343
During its presence at DTM the Audi V8 competed with much smaller and about smaller Mercedes 190, BMW M3, and slightly lighter Opel Omega 3000. 	 The Audi V8 competed with much smaller and lighter Mercedes 190, BMW M3 and somewhat smaller Opel Omega 3000 during its DTM presence.	1	0	0.011751532	0.98824847
He died of gastric cancer in Claremore, Oklahoma, New York City on June 30, 1954, and is home to Lynn Riggs Memorial. 	 He died on June 30, 1954, of stomach cancer in New York City. Claremore, Oklahoma is home to the Lynn Riggs Memorial.	1	0	0.01201349	0.9879865
During its presence at DTM the Audi V8 competed with much smaller and about lighter Mercedes 190, BMW M3, and slightly smaller Opel Omega 3000. 	 The Audi V8 competed with much smaller and smaller Mercedes 190, BMW M3 and slightly lighter Opel Omega 3000 during its presence in the DTM.	1	0	0.037578568	0.9624215
